instrument,date,unknown,time,price,event_type,flag1,flag2,size
F.US.EU6M12,20120301,0,0012,13350,B,N,N,9
F.US.EU6M12,20120301,0,0012,13350,B,N,N,14
F.US.EU6M12,20120301,0,0012,13350,B,N,N,19
F.US.EU6M12,20120301,0,0012,13350,B,N,N,18
F.US.EU6M12,20120301,0,0012,13352,A,N,N,1
F.US.EU6M12,20120301,0,0012,13350,B,N,N,13
F.US.EU6M12,20120301,0,0012,13350,B,N,N,8
F.US.EU6M12,20120301,0,0012,13352,A,N,N,6
F.US.EU6M12,20120301,0,0012,13352,A,N,N,1
F.US.EU6M12,20120301,0,0012,13350,B,N,N,14
F.US.EU6M12,20120301,0,0012,13350,B,N,N,19
F.US.EU6M12,20120301,0,0012,13350,B,N,N,18
F.US.EU6M12,20120301,0,0012,13350,B,N,N,13
F.US.EU6M12,20120301,0,0012,13350,B,N,N,8
F.US.EU6M12,20120301,0,0012,13352,A,N,N,6
F.US.EU6M12,20120301,0,0012,13352,A,N,N,1
F.US.EU6M12,20120301,0,0012,13353,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,19
F.US.EU6M12,20120301,0,0012,13352,A,N,N,6
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13349,B,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,19
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13350,B,N,N,8
F.US.EU6M12,20120301,0,0012,13352,A,N,N,19
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13352,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,8
F.US.EU6M12,20120301,0,0012,13349,B,N,N,19
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,8
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13351,A,N,N,8
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13352,A,N,N,9
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13351,A,N,N,5
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,9
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,19
F.US.EU6M12,20120301,0,0012,13349,B,N,N,9
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,19
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13349,B,N,N,18
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,19
F.US.EU6M12,20120301,0,0012,13349,B,N,N,18
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13352,A,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,9
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13349,B,N,N,19
F.US.EU6M12,20120301,0,0012,13349,B,N,N,14
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13349,B,N,N,13
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13350,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,9
F.US.EU6M12,20120301,0,0012,13351,A,N,N,1
F.US.EU6M12,20120301,0,0012,13349,B,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13348,B,N,N,22
F.US.EU6M12,20120301,0,0012,13350,A,N,N,8
F.US.EU6M12,20120301,0,0012,13348,B,N,N,21
F.US.EU6M12,20120301,0,0012,13351,A,N,N,15
F.US.EU6M12,20120301,0,0012,13351,A,N,N,7
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13350,A,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,8
F.US.EU6M12,20120301,0,0012,13351,A,N,N,6
F.US.EU6M12,20120301,0,0012,13348,B,N,N,22
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13348,B,N,N,21
F.US.EU6M12,20120301,0,0012,13350,A,N,N,8
F.US.EU6M12,20120301,0,0012,13348,B,N,N,20
F.US.EU6M12,20120301,0,0012,13348,T,N,N,1
F.US.EU6M12,20120301,0,0012,13348,T,N,N,3
F.US.EU6M12,20120301,0,0012,13348,B,N,N,16
F.US.EU6M12,20120301,0,0012,13348,B,N,N,10
F.US.EU6M12,20120301,0,0012,13348,B,N,N,11
F.US.EU6M12,20120301,0,0012,13348,B,N,N,16
F.US.EU6M12,20120301,0,0012,13351,A,N,N,15
F.US.EU6M12,20120301,0,0012,13351,A,N,N,14
F.US.EU6M12,20120301,0,0012,13348,B,N,N,17
F.US.EU6M12,20120301,0,0013,13351,A,N,N,6
F.US.EU6M12,20120301,0,0013,13351,A,N,N,1
F.US.EU6M12,20120301,0,0013,13351,A,N,N,9
F.US.EU6M12,20120301,0,0013,13348,B,N,N,12
F.US.EU6M12,20120301,0,0013,13348,B,N,N,11
F.US.EU6M12,20120301,0,0013,13351,A,N,N,14
F.US.EU6M12,20120301,0,0013,13348,B,N,N,16
F.US.EU6M12,20120301,0,0013,13348,B,N,N,11
F.US.EU6M12,20120301,0,0013,13350,A,N,N,1
F.US.EU6M12,20120301,0,0013,13350,A,N,N,6
F.US.EU6M12,20120301,0,0013,13348,B,N,N,10
F.US.EU6M12,20120301,0,0013,13348,B,N,N,5
F.US.EU6M12,20120301,0,0013,13351,A,N,N,19
